s,title_num,chapter_num,subchapter_num,section_num,title_name,chapter_name,subchapter_name,section_name,universal_citation,current_through,section_content_text,file_source
T10A_C31_SC23_SEC10A_31_23_2,10A,31,23,10A_31_23_2,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,REMISSION OF TIME FROM SENTENCE,Records and audits,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Designated staff from the New Jersey State Department of Corrections shall periodically audit records pertinent to the remission of time or cash payments for periodic occupation or minimum security status of inmates. Such audits shall be conducted not less than annually. (b) The remission of time or cash payment records shall indicate the following: 1. The dates the inmate was placed upon and removed from productive occupation and/or minimum security status; 1. The dates the inmate was placed upon and removed from productive occupation and/or minimum security status; 2. The reason for removal from productive occupation or minimum security status; 3. The time the inmate earned while in productive occupation or on minimum security status; and 4. The cash remuneration, if any, the inmate received while in productive occupation.",title-10a/chapter-31/subchapter-23/section-10a-31-23-2.html
T10A_C31_SC23_SEC10A_31_23_3,10A,31,23,10A_31_23_3,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,REMISSION OF TIME FROM SENTENCE,Reports,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The adult county correctional facility Administrator shall submit an annual report to the New Jersey State Department of Corrections, Office of County Services. (b) The annual report shall contain, but not be limited to, the following: 1. Statistics related to the remission of time for productive occupations and minimum security status of inmates; and/or 1. Statistics related to the remission of time for productive occupations and minimum security status of inmates; and/or 2. The payment of cash to inmates for employment in productive occupations.",title-10a/chapter-31/subchapter-23/section-10a-31-23-3.html
T10A_C31_SC23_SEC10A_31_23_4,10A,31,23,10A_31_23_4,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,REMISSION OF TIME FROM SENTENCE,Consultations,,,,title-10a/chapter-31/subchapter-23/section-10a-31-23-4.html
T10A_C31_SC24_SEC10A_31_24_1,10A,31,24,10A_31_24_1,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INMATE WORK PROGRAM,Inmate work plan,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Staff at the adult county correctional facility shall develop and maintain a written inmate work assignment plan that provides for inmate employment, subject to the availability of work opportunities and the security considerations of the facility. (b) The inmate work plan shall include provisions for inmate employment in facility maintenance and operations such as, but not limited to: 1. Cleaning; 1. Cleaning; 2. Painting; 3. Food service; and 4. Laundry operations.",title-10a/chapter-31/subchapter-24/section-10a-31-24-1.html
T10A_C31_SC24_SEC10A_31_24_2,10A,31,24,10A_31_24_2,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INMATE WORK PROGRAM,Pretrial and unsentenced detainees,,,,title-10a/chapter-31/subchapter-24/section-10a-31-24-2.html
T10A_C31_SC24_SEC10A_31_24_3,10A,31,24,10A_31_24_3,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INMATE WORK PROGRAM,Inmate volunteers,,,,title-10a/chapter-31/subchapter-24/section-10a-31-24-3.html
T10A_C31_SC24_SEC10A_31_24_4,10A,31,24,10A_31_24_4,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INMATE WORK PROGRAM,Compensation,,"Current through Register Vol. 57, No. 12, June 16, 2025",(a) Inmates employed in inmate work programs shall receive compensation for employment in the form of cash or remission of time from sentence or both as set forth in N.J.A.C. 10A:31-23. (b) Such remission of time shall in no way interfere with the deduction of time for good behavior as set forth in N.J.S.A. 2A:164-24. (c) State-sentenced inmates who are being housed in adult county correctional facilities shall be compensated in accordance with N.J.A.C. 10A:9-5.6.,title-10a/chapter-31/subchapter-24/section-10a-31-24-4.html
T10A_C31_SC25_SEC10A_31_25_1,10A,31,25,10A_31_25_1,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Authority,,,,title-10a/chapter-31/subchapter-25/section-10a-31-25-1.html
T10A_C31_SC25_SEC10A_31_25_10,10A,31,25,10A_31_25_10,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Work Release Plan,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The County Work Release Administrator and the inmate shall prepare a detailed Work Release Plan (Form CWR-3 Approved Work Release Plan). The plan shall include information concerning the job, transportation and a statement authorizing the County Work Release Administrator to make disbursements from earnings. (b) The information concerning the job placement shall include, but is not limited to: 1. The name of employer; 1. The name of employer; 2. The address of employer; 3. The telephone number of employer; 4. The location of work site; 5. The hourly or other rate of pay; 6. Work days and hours; 7. A plan for overtime or shift work, if necessary; and 8. An evaluation of the job offer by the County Work Release Administrator.",title-10a/chapter-31/subchapter-25/section-10a-31-25-10.html
T10A_C31_SC25_SEC10A_31_25_11,10A,31,25,10A_31_25_11,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Disbursement of wages,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) An inmate participating in the Work Release Program shall submit his or her salary, wages or stipend, in the form that it is paid (cash or check), to the County Work Release Administrator who shall, in accordance with N.J.S.A. 30:4-91.4 and applicable provisions of related State statutes, make payments from these earnings for: 1. Money advances made to purchase or redeem work clothes, travel clothes and/or work tools; 1. Money advances made to purchase or redeem work clothes, travel clothes and/or work tools; 2. The cost of work transportation and cash advanced for miscellaneous daily expenses while outside the adult county correctional facility; 3. Payment of cost for board which shall be charged for each day that the inmate is participating in the Work Release Program; 4. Court costs and fines; 5. Medical and dental fees; 6. Prescription or nonprescription drugs or medicine fees; 7. Legally ascertained support of dependents after written notice to the appropriate welfare board; and/or 8. Payment on debts and legal obligations acknowledged by the inmate in writing and filed with the County Work Release Administrator on such forms as the Administrator shall specify.",title-10a/chapter-31/subchapter-25/section-10a-31-25-11.html
T10A_C31_SC25_SEC10A_31_25_12,10A,31,25,10A_31_25_12,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Statement of disbursements,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) An inmate participating in the Work Release Program shall receive a statement on Form CWR-4, Statement of Disbursements, itemizing deductions made from each pay check within two weeks of the county's receipt of the paycheck. (b) The statement shall report all income and expenses and accurately reflect the statement of the inmate's account for the period covered.",title-10a/chapter-31/subchapter-25/section-10a-31-25-12.html
T10A_C31_SC25_SEC10A_31_25_13,10A,31,25,10A_31_25_13,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Vocational Training Release Plan,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) If the inmate applies and is approved for a vocational training release program, a detailed Vocational Training Release Plan (Form CWR--5 Vocational Training Release Plan) shall be prepared by the County Work Release Administrator. A copy of the Vocational Training Release Plan shall be sent to the inmate and a copy shall be sent to the training agency by certified mail, return receipt requested. The plan shall include the following: 1. The name and address of the training agency; 1. The name and address of the training agency; 2. The location where training will take place; 3. The dates and times of leaving and returning to the adult county correctional facility; 4. The times of arrival and departure from the training site; 5. The mode of transportation; and 6. Other pertinent data including responsibility for payment of costs, such as transportation, meals, etc.",title-10a/chapter-31/subchapter-25/section-10a-31-25-13.html
T10A_C31_SC25_SEC10A_31_25_14,10A,31,25,10A_31_25_14,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Family Need Release Plan,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) A detailed Family Need Release Plan (Form CWR-6 Family Need Release Plan) shall be prepared by the County Work Release Administrator with a copy to the inmate outlining the following: 1. The nature of need; 1. The nature of need; 2. The location of where family need is to be served; 3. The dates and times of leaving and returning to the adult county correctional facility; 4. The times of arrival and departure from the family need site; 5. The mode of transportation; and 6. Other pertinent data including responsibility for paying costs, such as transportation, meals, etc.",title-10a/chapter-31/subchapter-25/section-10a-31-25-14.html
T10A_C31_SC25_SEC10A_31_25_15,10A,31,25,10A_31_25_15,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Notification to local municipal police departments and/or law enforcement age...,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a)N.J.S.A. 30:4-91.3 requires that the local municipal police departments be notified by the adult county correctional facility Administrator or designee when the county intends to place an inmate in the respective municipality for the purpose of a visit, study, work or residence. (b) The local municipal police departments and/or the law enforcement agency responsible for that jurisdiction shall be notified in writing whenever an inmate is being considered for placement into the work release, vocational training release or family care release phase of the Work Release Program.",title-10a/chapter-31/subchapter-25/section-10a-31-25-15.html
T10A_C31_SC25_SEC10A_31_25_16,10A,31,25,10A_31_25_16,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Custody status,,,,title-10a/chapter-31/subchapter-25/section-10a-31-25-16.html
T10A_C31_SC25_SEC10A_31_25_17,10A,31,25,10A_31_25_17,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Orientation,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) When the inmate has been accepted into the Work Release Program and the appropriate applications and plans have been completed, the County Work Release Administrator shall provide an orientation to the inmate. (b) The orientation shall ensure that the inmate is made aware of and has a clear understanding of the rules, regulations and conditions governing the Work Release Program. (c) The County Work Release Administrator or designee shall also ensure that the employer is made aware of the rules and regulations and of the employer's responsibilities concerning the Work Release Program. (d) The County Work Release Administrator shall make periodic evaluations of the extent of family needs and of job and vocational training sites to ensure that the rules and regulations governing the Work Release Program are not being violated.",title-10a/chapter-31/subchapter-25/section-10a-31-25-17.html
T10A_C31_SC25_SEC10A_31_25_18,10A,31,25,10A_31_25_18,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Review of status and termination,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The County Work Release Administrator may hold the inmate in confinement pending judicial review of the inmate's status, when there is cause to believe that the inmate has: 1. Violated the rules of the Work Release Program; or 1. Violated the rules of the Work Release Program; or 2. Been charged with the commission of an offense.",title-10a/chapter-31/subchapter-25/section-10a-31-25-18.html
T10A_C31_SC25_SEC10A_31_25_19,10A,31,25,10A_31_25_19,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Escape,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) An inmate shall be deemed an escapee if the inmate: 1. Fails to return to the adult county correctional facility within the prescribed time or has not notified the facility within the one hour grace period that he or she is in the process of returning; or 1. Fails to return to the adult county correctional facility within the prescribed time or has not notified the facility within the one hour grace period that he or she is in the process of returning; or 2. Fails to notify the facility that he or she has been detained (that is, hospitalized, arrested, etc.); or 3. Fails to obtain authorization to leave his or her place of employment.",title-10a/chapter-31/subchapter-25/section-10a-31-25-19.html
T10A_C31_SC25_SEC10A_31_25_2,10A,31,25,10A_31_25_2,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Role of New Jersey Department of Corrections,,,,title-10a/chapter-31/subchapter-25/section-10a-31-25-2.html
T10A_C31_SC25_SEC10A_31_25_20,10A,31,25,10A_31_25_20,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Quarterly report,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The County Work Release Administrator shall be responsible for preparing a quarterly report (Form CWR-9 Quarterly Report of Work Release) which shall be submitted to the county board of commissioners and the New Jersey Department of Corrections. (b) The quarterly report shall contain a general summary of Work Release Program information, which includes, but is not limited to: 1. The total number of participants in the Program; 1. The total number of participants in the Program; 2. The total number of admissions to the Program; 3. The total number of terminations from the Program; 4. The total number of revocations for violations of conditions; and 5. The total number of removals because of illness or death.",title-10a/chapter-31/subchapter-25/section-10a-31-25-20.html
T10A_C31_SC25_SEC10A_31_25_21,10A,31,25,10A_31_25_21,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Arrangements with other counties,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) An inmate may be housed in another adult county correctional facility for the purposes of work release when the court, issuing the release placement order, authorizes the County Work Release Administrator to arrange with the County Work Release Administrator of another county for the employment of an inmate within that county. (b) The inmate shall be in the custody of the other county and subject to the commitment and all applicable regulations while the inmate is participating in the Work Release Program. (c) Agreements between cooperating counties shall include a statement of financial arrangements.",title-10a/chapter-31/subchapter-25/section-10a-31-25-21.html
T10A_C31_SC25_SEC10A_31_25_22,10A,31,25,10A_31_25_22,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Time credits,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Pursuant to N.J.S.A. 30:8-50, an inmate participant may be granted a reduction of not more than one-quarter of his or her term if the inmate's conduct, diligence and general attitude merit such reduction (see N.J.A.C. 10A:31-23.1). (b) Form CWR-7 Diminution of Term shall be used to notify the appropriate person in the adult county correctional facility as to the number of days to be credited in reduction of an inmate's sentence.",title-10a/chapter-31/subchapter-25/section-10a-31-25-22.html
T10A_C31_SC25_SEC10A_31_25_3,10A,31,25,10A_31_25_3,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Benefit to inmates,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Participation in the Work Release Program provides the following benefits to inmates: 1. Provides inmates the opportunity to participate in full time normal employment or vocational training in the community; 1. Provides inmates the opportunity to participate in full time normal employment or vocational training in the community; 2. Permits inmates the opportunity to develop or strengthen good work habits and skills; 3. Affords inmates opportunities to continue or strengthen constructive ties with family, friends and the community; 4. Permits the pre-release preparation of inmates and the opportunity to evaluate the readiness of these inmates for release to the community; 5. Permits disbursements to be made from inmate earnings to help defray the cost of incarceration, support dependents, reduce debts and pay court fines; 6. Enables inmates to accumulate savings to help meet financial needs or burdens after release from confinement; 7. Provides inmates the opportunity to meet family needs; and 8. Provides inmates the opportunity to earn credits which will reduce the time to be served on the inmate's sentence.",title-10a/chapter-31/subchapter-25/section-10a-31-25-3.html
T10A_C31_SC25_SEC10A_31_25_4,10A,31,25,10A_31_25_4,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Responsibility for designating a County Work Release Administrator,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Upon adoption of a resolution to implement a Work Release Program, the governing body of the county or the county board of commissioners shall designate a County Work Release Administrator who may be the Sheriff, adult county correctional facility Administrator, or other persons who shall be responsible for administering the Work Release Program. (b) The governing body or county board of commissioners shall promptly notify the Commissioner of the Department of Corrections of the action and name of the designated County Work Release Administrator.",title-10a/chapter-31/subchapter-25/section-10a-31-25-4.html
T10A_C31_SC25_SEC10A_31_25_5,10A,31,25,10A_31_25_5,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Placement in a Work Release Program,,,,title-10a/chapter-31/subchapter-25/section-10a-31-25-5.html
T10A_C31_SC25_SEC10A_31_25_6,10A,31,25,10A_31_25_6,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Inmates ineligible for Work Release Program participation,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The following shall make an inmate ineligible for participation in the Work Release Program: 1. Untried detainers for criminal offenses or immigration detainers; 1. Untried detainers for criminal offenses or immigration detainers; 2. Current convictions involving arson offenses; 3. Previous convictions for arson offenses, even if the current conviction is for an offense(s) other than arson; and/or 4. The applicable provisions of related statutes of the State of New Jersey, such as, but not limited to, Michael's Law at N.J.S.A. 39:4-51.",title-10a/chapter-31/subchapter-25/section-10a-31-25-6.html
T10A_C31_SC25_SEC10A_31_25_7,10A,31,25,10A_31_25_7,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Application for admission to the Work Release Program,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The County Work Release Administrator designated by the governing body of the county or the County Board of Freeholders in accordance with N.J.S.A. 30:8-44 shall be responsible for advising county sentenced inmates that an application may be submitted to the County Work Release Administrator, who shall submit the application to the court for approval or disapproval to participate in the Work Release Program for purposes of employment, vocational training or to care for the offender's family. At any time, a work release order may be revoked by the court that granted the order. (b) An inmate sentenced by the court to an adult county correctional facility, who desires an opportunity to participate in the Work Release Program by being released to the community for employment, vocational training or meeting family needs shall be required to complete and submit Form CWR-1 Application and Agreement for Assignment Under the Work Release Program to the County Work Release Administrator for submission to the court. (c) The County Work Release Administrator shall review and evaluate the information collected on each application and make a recommendation to the court concerning admission to the Work Release Program. The basic information shall include, but is not limited to: 1. Prior criminal history; 1. Prior criminal history; 2. Detailed information concerning present offense; 3. Detailed information regarding untried criminal charges pending and the current status of these charges; 4. Psychological and psychiatric evaluations, when available; 5. Record of violent or assaultive conduct; 6. Record of violation of financial or public trust; 7. Data on family relationships including responsibility to assist in family maintenance; 8. Work history; 9. Personal health; 10. Record of substance abuse; and 11. Information on job opportunities or vocational programs to meet the inmate's needs.",title-10a/chapter-31/subchapter-25/section-10a-31-25-7.html
T10A_C31_SC25_SEC10A_31_25_8,10A,31,25,10A_31_25_8,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Job site evaluation,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The County Work Release Administrator shall be responsible for evaluating all prospective places of employment of inmates in accordance with N.J.S.A. 30:4-91.3 et seq. (b) Whenever possible, work release employment shall be related to prior vocational training, work experience and/or the institutional training of the inmate. (c) The following shall initially be taken into account when evaluating the job site: 1. Working conditions of employees; 1. Working conditions of employees; 2. Potential hazards to health of employees; 3. Credibility of the employer; 4. Verification of a fair rate of pay, not less than minimum wage; 5. Coverage of an appropriate workers' compensation plan; 6. Availability of transportation; 7. Duration of the offered employment and benefits; and 8. Proximity to the adult county correctional facility.",title-10a/chapter-31/subchapter-25/section-10a-31-25-8.html
T10A_C31_SC25_SEC10A_31_25_9,10A,31,25,10A_31_25_9,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,WORK AND VOCATIONAL TRAINING RELEASE PROGRAM,Notice to inmate,,,,title-10a/chapter-31/subchapter-25/section-10a-31-25-9.html
T10A_C31_SC26_SEC10A_31_26_1,10A,31,26,10A_31_26_1,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INMATE SERVICES AND PROGRAMS,Social Services Program,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) A Social Services Program shall be administered and supervised by a person with a Bachelor's degree or four years experience in the social and behavioral sciences. (b) Counseling shall be provided by a qualified, trained counselor and shall include, but is not limited to: 1. Individual counseling; 1. Individual counseling; 2. Drug and alcohol addiction counseling; 3. Family counseling; 4. Crisis intervention; 5. Vocational counseling; 6. Discharge planning; 7. Release preparations; and 8. The referral of inmates to existing community resources.",title-10a/chapter-31/subchapter-26/section-10a-31-26-1.html
T10A_C31_SC26_SEC10A_31_26_2,10A,31,26,10A_31_26_2,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INMATE SERVICES AND PROGRAMS,Education Program,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) An area suitable for conducting educational classes shall be designated for the Education Program. (b) A certified teacher shall administer and supervise the Education Program. (c) Inmates shall have access to educational programs and vocational training, when it is available within the adult county correctional facility. (d) Educational courses available for inmates may include, but not be limited to: 1. Adult Basic Education; 1. Adult Basic Education; 2. General Education Diploma (G.E.D.); and 3. Correspondence courses for both high school and college credits.",title-10a/chapter-31/subchapter-26/section-10a-31-26-2.html
T10A_C31_SC26_SEC10A_31_26_3,10A,31,26,10A_31_26_3,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INMATE SERVICES AND PROGRAMS,Religious services,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) All inmates shall be afforded full and equal opportunity to practice their religion, or refrain from involvement in religion, subject only to the limitations necessary to maintain order, safety and security. (b) Staff at the adult county correctional facility shall provide for inmate participation in religious services on a voluntary basis. (c) Representatives from the various recognized religions shall be contacted to provide counseling and religious services. (d) Staff at the adult county correctional facility shall ensure that weekly religious services are conducted.",title-10a/chapter-31/subchapter-26/section-10a-31-26-3.html
T10A_C31_SC26_SEC10A_31_26_4,10A,31,26,10A_31_26_4,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INMATE SERVICES AND PROGRAMS,Recreation and Leisure Time Activities Program,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) A staff member shall administer and supervise the Recreation and Leisure Time Activities Program. (b) The adult county correctional facility shall provide for both indoor and outdoor recreation areas. (c) All inmates, except those whose privilege(s) to participate in leisure time activities have been suspended as a disciplinary sanction for a violation of the rules, shall be provided with the opportunity to participate in leisure time activities on a daily basis. Such leisure time activities may include, but are not limited to: 1. Watching television; 1. Watching television; 2. Listening to the radio; 3. Playing cards; 4. Initiating and completing arts and crafts projects; and 5. When available, use of other facility-approved technology for access to approved books, music, games, video services, and/or email.",title-10a/chapter-31/subchapter-26/section-10a-31-26-4.html
T10A_C31_SC26_SEC10A_31_26_5,10A,31,26,10A_31_26_5,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INMATE SERVICES AND PROGRAMS,Library Program,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) An area accessible to inmates shall be designated as the library. (b) The adult county correctional facility shall provide a staff member or a volunteer to coordinate and supervise the Library Program. (c) Library services shall be made available to inmates daily, excluding weekends and holidays or during emergency incidents. (d) Library services provided shall include, but are not limited to: 1. Materials responsive to the interests and educational needs of users; and 1. Materials responsive to the interests and educational needs of users; and 2. An information service to locate facts as needed.",title-10a/chapter-31/subchapter-26/section-10a-31-26-5.html
T10A_C31_SC27_SEC10A_31_27_1,10A,31,27,10A_31_27_1,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,VOLUNTEER SERVICE PROGRAM,Coordinator of Volunteer Service Program,,,,title-10a/chapter-31/subchapter-27/section-10a-31-27-1.html
T10A_C31_SC27_SEC10A_31_27_2,10A,31,27,10A_31_27_2,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,VOLUNTEER SERVICE PROGRAM,Recruiting volunteers,,,,title-10a/chapter-31/subchapter-27/section-10a-31-27-2.html
T10A_C31_SC27_SEC10A_31_27_3,10A,31,27,10A_31_27_3,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,VOLUNTEER SERVICE PROGRAM,Credentials,,,,title-10a/chapter-31/subchapter-27/section-10a-31-27-3.html
T10A_C31_SC27_SEC10A_31_27_4,10A,31,27,10A_31_27_4,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,VOLUNTEER SERVICE PROGRAM,Screening process,,,,title-10a/chapter-31/subchapter-27/section-10a-31-27-4.html
T10A_C31_SC27_SEC10A_31_27_5,10A,31,27,10A_31_27_5,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,VOLUNTEER SERVICE PROGRAM,Orientation,,,,title-10a/chapter-31/subchapter-27/section-10a-31-27-5.html
T10A_C31_SC27_SEC10A_31_27_6,10A,31,27,10A_31_27_6,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,VOLUNTEER SERVICE PROGRAM,Volunteer photo identification and data files,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) A system for maintaining a volunteer identification and data file shall be developed and maintained, which may include, but is not limited to: 1. A volunteer photo I.D. card; 1. A volunteer photo I.D. card; 2. A data file photograph of the volunteer; 3. The name and address of the volunteer; 4. The home and work telephone number of the volunteer; 5. The agency or group represented by the volunteer; 6. The volunteer service provided; and 7. The date of photo I.D. issuance and expiration.",title-10a/chapter-31/subchapter-27/section-10a-31-27-6.html
T10A_C31_SC27_SEC10A_31_27_7,10A,31,27,10A_31_27_7,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,VOLUNTEER SERVICE PROGRAM,Volunteer agreement,,,,title-10a/chapter-31/subchapter-27/section-10a-31-27-7.html
T10A_C31_SC27_SEC10A_31_27_8,10A,31,27,10A_31_27_8,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,VOLUNTEER SERVICE PROGRAM,"Curtailing, suspending or discontinuing the services of a volunteer",,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The adult county correctional facility Administrator may curtail, suspend or discontinue the services of a volunteer or volunteer organization for reasons which include, but are not limited to: 1. Any breach of confidentiality; 1. Any breach of confidentiality; 2. Unlawful conduct or breach of adult county correctional facility rules and regulations; 3. Physical or emotional illness; 4. Inability to cooperate with staff; 5. Erratic, unreliable attendance; 6. Violation(s) of the rules of the Volunteer Service Program; and 7. Any conduct which threatens the order or security of the facility or the safety of the volunteer or others.",title-10a/chapter-31/subchapter-27/section-10a-31-27-8.html
T10A_C31_SC28_SEC10A_31_28_1,10A,31,28,10A_31_28_1,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,JUVENILES,Prohibition against placement in adult county correctional facilities,,,,title-10a/chapter-31/subchapter-28/section-10a-31-28-1.html
T10A_C31_SC29_SEC10A_31_29_1,10A,31,29,10A_31_29_1,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,FISCAL MANAGEMENT,Commissary,,,,title-10a/chapter-31/subchapter-29/section-10a-31-29-1.html
T10A_C31_SC29_SEC10A_31_29_2,10A,31,29,10A_31_29_2,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,FISCAL MANAGEMENT,Responsibility for inmate accounts,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The governing body or Administrator of the adult county correctional facility shall be responsible for maintaining inmate accounts and recordkeeping, and for establishing a mechanism for periodic audits of inmate accounts. (b) The governing body or Administrator of the adult county correctional facility shall be responsible for: 1. Maintaining accurate records of each inmate's accounts and spendable balance; 1. Maintaining accurate records of each inmate's accounts and spendable balance; 2. Providing an inmate with a receipt for each financial transaction processed; and 3. The deduction of funds either earned or unearned from inmate accounts in accordance with State or Federal statutes and applicable provisions of N.J.A.C. 10A:2-2.2.",title-10a/chapter-31/subchapter-29/section-10a-31-29-2.html
T10A_C31_SC29_SEC10A_31_29_3,10A,31,29,10A_31_29_3,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,FISCAL MANAGEMENT,Sources of income for inmate welfare funds,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Money for inmate welfare funds shall be derived from the following sources: 1. Profits from sales at commissaries; 1. Profits from sales at commissaries; 2. Interest on inmate welfare fund savings; 3. Gifts from individuals, corporations and charitable foundations; and 4. Income from inmate trust fund investments.",title-10a/chapter-31/subchapter-29/section-10a-31-29-3.html
